Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Temp9am,Temp3pm,RainToday,Year,Month,DayOfMonth,DayOfWeek,Month_sin,Month_cos,Season,lag1_Rainfall,lag1_Humidity3pm,roll3_Rainfall,TempRange,LocationCluster
Mildura,10.2,19.2,0.0,N,28.0,NNW,NW,6.0,15.0,88.0,51.0,1018.3,1016.2,7.0,14.3,18.8,No,2016,5,4,2,0.49999999999999994,-0.8660254037844387,Autumn,0.0,39.0,1.0666666666666667,9.0,C2
NorahHead,19.9,22.1,1.8,NNE,67.0,W,NNE,11.0,48.0,81.0,86.0,1012.4,1007.2,5.0,20.1,21.0,Yes,2013,11,22,4,-0.5000000000000004,0.8660254037844384,Spring,0.2,71.0,3.0,2.200000000000003,C1
Launceston,1.8,17.2,0.0,WSW,43.0,ESE,SSW,2.0,19.0,83.0,38.0,1007.4,1010.7,8.0,6.0,16.3,No,2012,3,24,5,1.0,6.123233995736766e-17,Autumn,9.0,43.0,3.733333333333333,15.399999999999999,C0
NorahHead,14.9,20.3,0.0,S,52.0,SW,SSW,15.0,22.0,81.0,79.0,1024.1,1022.4,5.0,17.0,19.4,No,2015,4,10,4,0.8660254037844387,-0.49999999999999983,Autumn,0.2,62.0,2.733333333333338,5.4,C1
MelbourneAirport,9.8,13.9,0.0,SSW,39.0,WSW,SW,22.0,24.0,85.0,94.0,1010.2,1010.9,8.0,12.6,11.7,No,2014,9,16,1,-1.0,-1.8369701987210297e-16,Spring,0.4,69.0,0.13333333333333333,4.1,C1
Richmond,8.5,25.8,0.0,N,37.0,NE,N,6.0,28.0,99.0,43.0,1019.6,1014.4,4.0,13.3,24.2,No,2017,5,1,0,0.49999999999999994,-0.8660254037844387,Autumn,0.0,47.0,0.06666666666666193,17.3,C0
Cairns,22.3,31.0,0.0,ENE,30.0,E,NE,9.0,17.0,72.0,63.0,1012.9,1010.4,6.0,27.7,29.9,No,2015,11,30,0,-0.5000000000000004,0.8660254037844384,Spring,0.0,69.0,0.0,8.7,C4
SydneyAirport,21.7,30.2,0.0,SE,37.0,NE,SE,11.0,26.0,58.0,62.0,1021.8,1021.1,1.0,26.7,27.0,No,2015,2,12,3,0.8660254037844386,0.5000000000000001,Summer,0.2,48.0,0.06666666666666193,8.5,C1
MelbourneAirport,14.8,26.3,0.0,N,61.0,N,NNE,37.0,30.0,49.0,38.0,1026.0,1022.3,3.0,20.2,24.6,No,2017,4,20,3,0.8660254037844387,-0.49999999999999983,Autumn,0.0,38.0,0.0,11.5,C1
Sydney,18.2,23.9,1.0,W,41.0,E,ENE,7.0,19.0,64.0,58.0,1020.6,1019.1,7.0,21.4,23.2,No,2010,1,4,0,0.49999999999999994,0.8660254037844387,Summer,8.6,74.0,3.0,5.699999999999999,C1
Sydney,14.5,17.7,119.4,SSE,87.0,SSE,S,54.0,46.0,87.0,96.0,1019.6,1016.8,8.0,14.9,14.6,Yes,2015,4,21,1,0.8660254037844387,-0.49999999999999983,Autumn,13.2,94.0,5.333333333333329,3.1999999999999993,C1
Sale,2.5,14.6,0.2,ESE,28.0,SSW,E,6.0,20.0,99.0,77.0,1027.6,1024.3,6.0,7.9,13.7,No,2016,6,3,4,1.2246467991473532e-16,-1.0,Winter,0.0,72.0,0.0,12.1,C1
Ballarat,-2.5,16.2,0.6,NNE,39.0,S,NNE,4.0,13.0,99.0,34.0,1027.7,1025.7,7.0,6.8,15.7,No,2013,5,2,3,0.49999999999999994,-0.8660254037844387,Autumn,0.0,71.0,0.0,18.7,C1
MelbourneAirport,13.2,25.0,0.0,SSE,48.0,SW,SSW,19.0,26.0,57.0,38.0,1011.6,1011.8,7.0,17.2,23.6,No,2013,1,12,5,0.49999999999999994,0.8660254037844387,Summer,0.0,8.0,0.0,11.8,C1
PerthAirport,15.1,32.8,0.0,ESE,50.0,ESE,SE,19.0,20.0,44.0,21.0,1016.0,1012.0,1.0,23.0,31.8,No,2013,11,14,3,-0.5000000000000004,0.8660254037844384,Spring,0.0,26.0,0.0,17.699999999999996,C2
SalmonGums,5.8,22.2,0.0,W,28.0,W,WSW,17.0,9.0,63.0,32.0,1017.6,1015.2,5.0,14.6,22.0,No,2013,9,13,4,-1.0,-1.8369701987210297e-16,Spring,0.0,48.0,0.06666666666666667,16.4,C2
Watsonia,8.5,16.2,0.6,NE,41.0,ENE,NE,0.0,9.0,99.0,68.0,1016.6,1012.1,7.0,10.1,16.0,No,2010,5,28,4,0.49999999999999994,-0.8660254037844387,Autumn,0.0,73.0,4.666666666666667,7.699999999999999,C0
Williamtown,7.1,18.0,0.0,SSE,31.0,WNW,S,0.0,20.0,94.0,66.0,1025.0,1023.4,2.0,12.2,15.4,No,2011,8,14,6,-0.8660254037844384,-0.5000000000000004,Winter,0.0,50.0,0.4000000000000001,10.9,C1
Townsville,20.2,30.8,0.0,N,31.0,NW,NNE,13.0,17.0,61.0,51.0,1011.4,1009.6,1.0,27.5,28.9,No,2009,11,18,2,-0.5000000000000004,0.8660254037844384,Spring,0.0,44.0,0.0,10.600000000000001,C4
GoldCoast,21.4,27.1,2.2,SSE,57.0,ESE,SSE,20.0,43.0,84.0,74.0,1016.4,1014.4,5.0,25.8,25.6,Yes,2017,3,14,1,1.0,6.123233995736766e-17,Autumn,0.0,76.0,0.0,5.700000000000003,C1
Newcastle,14.2,22.6,32.7,W,39.0,SE,SE,28.0,13.0,72.0,72.0,1017.6,1015.2,5.0,20.4,20.1,Yes,2009,5,23,5,0.49999999999999994,-0.8660254037844387,Autumn,14.0,67.0,10.333333333333332,8.400000000000002,C0
WaggaWagga,19.6,37.0,0.0,ENE,24.0,ENE,SW,15.0,9.0,48.0,22.0,1019.3,1016.6,4.0,25.8,35.4,No,2016,3,5,5,1.0,6.123233995736766e-17,Autumn,8.0,24.0,2.666666666666662,17.4,C0
Walpole,17.1,27.5,0.0,NE,41.0,ENE,NNE,11.0,9.0,89.0,69.0,1007.7,1004.3,5.0,19.2,24.9,No,2009,3,1,6,1.0,6.123233995736766e-17,Autumn,0.0,62.0,5.266666666666667,10.399999999999999,C3
Portland,4.0,17.0,0.2,NNE,20.0,N,NNE,9.0,9.0,93.0,54.0,1018.1,1017.1,1.0,8.9,16.1,No,2010,5,16,6,0.49999999999999994,-0.8660254037844387,Autumn,0.0,53.0,1.2666666666666668,13.0,C3
Adelaide,11.5,17.2,0.8,W,63.0,NNW,WSW,17.0,24.0,76.0,95.0,1008.0,1006.2,5.0,13.5,10.9,No,2012,9,6,3,-1.0,-1.8369701987210297e-16,Spring,4.2,48.0,1.4000000000000001,5.699999999999999,C0
Ballarat,13.7,21.2,0.0,SW,43.0,SW,SW,20.0,24.0,77.0,48.0,1009.3,1008.2,7.0,14.6,20.0,No,2009,11,16,0,-0.5000000000000004,0.8660254037844384,Spring,0.0,18.0,0.0,7.5,C1
Richmond,13.2,33.7,0.0,NW,63.0,NW,NW,30.0,28.0,29.0,27.0,1009.0,1003.9,8.0,28.8,31.5,No,2012,9,28,4,-1.0,-1.8369701987210297e-16,Spring,0.0,29.0,0.0,20.500000000000004,C0
Penrith,12.6,24.0,6.6,SW,43.0,S,WSW,4.0,15.0,64.0,30.0,1017.6,1015.2,5.0,17.7,23.1,Yes,2014,9,10,2,-1.0,-1.8369701987210297e-16,Spring,0.0,36.0,0.9333333333333335,11.4,C0
Hobart,2.4,11.4,14.4,W,113.0,W,W,20.0,39.0,50.0,48.0,996.6,1002.2,2.0,4.7,7.4,Yes,2016,7,13,2,-0.4999999999999998,-0.8660254037844388,Winter,0.2,58.0,0.06666666666666667,9.0,C1
GoldCoast,20.0,28.6,0.2,SE,35.0,SE,SE,11.0,24.0,69.0,64.0,1019.2,1016.8,5.0,27.1,27.6,No,2016,1,10,6,0.49999999999999994,0.8660254037844387,Summer,0.0,67.0,0.0,8.600000000000001,C1
Watsonia,6.6,16.2,0.0,ENE,39.0,NE,NNE,20.0,17.0,70.0,53.0,1022.0,1016.7,6.0,10.4,16.2,No,2011,7,2,5,-0.4999999999999998,-0.8660254037844388,Winter,0.2,53.0,0.26666666666667144,9.6,C0
MelbourneAirport,1.8,12.6,0.2,N,33.0,NNW,WSW,6.0,9.0,82.0,53.0,1026.9,1024.7,1.0,6.2,11.6,No,2009,7,7,1,-0.4999999999999998,-0.8660254037844388,Winter,0.2,73.0,0.5333333333333337,10.799999999999999,C1
Hobart,4.5,10.2,0.2,S,43.0,S,S,17.0,19.0,71.0,64.0,1020.0,1022.4,7.0,6.8,8.3,No,2015,7,15,2,-0.4999999999999998,-0.8660254037844388,Winter,0.4,50.0,1.4000000000000001,5.699999999999999,C1
Cobar,14.5,30.7,0.0,S,31.0,S,SW,15.0,9.0,54.0,30.0,1014.3,1011.6,2.0,18.2,29.1,No,2016,10,27,3,-0.8660254037844386,0.5000000000000001,Spring,0.0,30.0,0.0,16.2,C2
Newcastle,10.6,17.2,7.6,W,39.0,SW,S,28.0,4.0,68.0,88.0,1017.6,1015.2,7.0,13.9,13.0,Yes,2014,8,20,2,-0.8660254037844384,-0.5000000000000004,Winter,30.8,84.0,17.733333333333334,6.6,C0
Wollongong,15.7,22.2,0.0,NE,41.0,NE,NE,19.0,30.0,71.0,73.0,1018.6,1014.6,8.0,20.4,21.7,No,2012,11,24,5,-0.5000000000000004,0.8660254037844384,Spring,0.0,57.0,0.0,6.5,C1
Townsville,21.0,29.0,0.0,ENE,30.0,SE,ENE,13.0,24.0,74.0,72.0,1011.3,1008.0,1.0,26.3,27.2,No,2013,4,15,0,0.8660254037844387,-0.49999999999999983,Autumn,0.0,70.0,7.533333333333343,8.0,C4
Walpole,13.7,20.8,0.0,SSW,28.0,ESE,S,11.0,11.0,72.0,83.0,1018.3,1017.0,5.0,20.2,18.6,No,2016,3,3,3,1.0,6.123233995736766e-17,Autumn,0.0,64.0,2.4666666666666717,7.100000000000001,C3
Williamtown,19.7,23.6,0.0,SSE,52.0,ESE,SE,28.0,33.0,71.0,88.0,1014.4,1012.7,7.0,21.6,21.0,No,2009,2,17,1,0.8660254037844386,0.5000000000000001,Summer,14.4,60.0,50.466666666666676,3.900000000000002,C1
PearceRAAF,15.6,26.2,0.0,W,46.0,SSW,WSW,26.0,26.0,51.0,52.0,1008.6,1008.1,5.0,21.7,25.5,No,2014,12,1,0,-2.4492935982947064e-16,1.0,Summer,0.0,52.0,0.39999999999999997,10.6,C2
Dartmoor,5.4,12.7,8.6,SSW,43.0,SW,S,2.0,15.0,82.0,73.0,1019.3,1020.0,5.0,8.5,12.4,Yes,2012,8,18,5,-0.8660254037844384,-0.5000000000000004,Winter,22.0,90.0,9.200000000000003,7.299999999999999,C3
Penrith,17.7,31.4,0.0,ENE,35.0,SSW,NE,0.0,9.0,82.0,37.0,1017.6,1015.2,5.0,20.9,29.3,No,2015,2,17,1,0.8660254037844386,0.5000000000000001,Summer,0.2,37.0,2.5333333333333354,13.7,C0
Richmond,20.5,34.0,0.0,SE,46.0,SE,SSE,6.0,28.0,69.0,37.0,1010.8,1008.7,8.0,24.0,31.9,No,2009,2,3,1,0.8660254037844386,0.5000000000000001,Summer,0.0,36.0,0.0,13.5,C0
Woomera,8.5,21.8,0.0,NE,35.0,ENE,ESE,24.0,9.0,34.0,22.0,1024.8,1021.0,3.0,16.5,20.8,No,2014,9,18,3,-1.0,-1.8369701987210297e-16,Spring,0.0,26.0,0.0,13.3,C2
Adelaide,12.1,17.4,13.0,NNW,50.0,N,NNW,24.0,26.0,68.0,69.0,1005.5,1004.3,5.0,14.9,17.2,Yes,2009,7,11,5,-0.4999999999999998,-0.8660254037844388,Winter,2.0,75.0,0.6666666666666679,5.299999999999999,C0
Canberra,2.3,18.1,2.4,NW,39.0,NW,NW,7.0,19.0,74.0,44.0,1019.0,1014.7,6.0,13.0,17.1,Yes,2012,9,19,2,-1.0,-1.8369701987210297e-16,Spring,0.0,50.0,0.0,15.8,C0
BadgerysCreek,12.9,19.2,17.2,SSE,50.0,SE,S,13.0,9.0,99.0,80.0,1022.7,1020.4,5.0,14.5,18.1,Yes,2009,5,20,2,0.49999999999999994,-0.8660254037844387,Autumn,1.0,51.0,0.33333333333333454,6.299999999999999,C0
Hobart,19.4,24.7,0.0,NW,48.0,N,ESE,9.0,13.0,65.0,84.0,1008.8,1007.1,7.0,21.7,17.5,No,2015,1,22,3,0.49999999999999994,0.8660254037844387,Summer,0.0,41.0,0.0,5.300000000000001,C1
Melbourne,13.7,21.3,0.0,SSE,31.0,N,S,7.0,11.0,73.0,66.0,1012.5,1011.1,7.0,16.4,20.0,No,2014,12,10,2,-2.4492935982947064e-16,1.0,Summer,0.0,49.0,9.7,7.600000000000001,C1
Portland,13.6,18.1,0.0,SE,39.0,SSE,SSE,17.0,19.0,61.0,51.0,1027.2,1025.9,1.0,14.7,15.8,No,2017,2,25,5,0.8660254037844386,0.5000000000000001,Summer,0.0,56.0,0.13333333333333097,4.500000000000002,C3
SydneyAirport,11.7,22.8,0.0,NE,28.0,NW,NE,13.0,22.0,79.0,55.0,1029.3,1025.6,4.0,14.5,22.0,No,2013,5,30,3,0.49999999999999994,-0.8660254037844387,Autumn,0.0,52.0,2.133333333333331,11.100000000000001,C1
Bendigo,9.2,20.9,0.0,SSE,50.0,SSE,SSE,33.0,35.0,66.0,56.0,1024.1,1019.8,5.0,15.2,19.3,No,2015,4,22,2,0.8660254037844387,-0.49999999999999983,Autumn,0.0,41.0,0.1333333333333286,11.7,C0
MountGambier,14.8,27.6,0.0,E,48.0,E,NE,13.0,22.0,87.0,41.0,1019.5,1016.0,7.0,18.0,26.1,No,2009,3,11,2,1.0,6.123233995736766e-17,Autumn,0.0,36.0,0.0,12.8,C3
SalmonGums,15.1,24.4,3.8,S,59.0,SSW,SSW,31.0,37.0,83.0,39.0,1017.6,1015.2,5.0,16.4,22.6,Yes,2009,12,23,2,-2.4492935982947064e-16,1.0,Summer,0.0,27.0,0.0,9.299999999999999,C2
Nuriootpa,14.9,28.6,0.0,NE,41.0,NE,NE,13.0,24.0,65.0,32.0,1018.3,1014.0,6.0,18.7,27.5,No,2012,3,19,0,1.0,6.123233995736766e-17,Autumn,0.0,35.0,0.06666666666666549,13.700000000000001,C0
Hobart,13.3,22.0,0.0,NW,57.0,NW,NW,26.0,28.0,39.0,30.0,1000.3,999.2,5.0,16.9,20.1,No,2016,12,20,1,-2.4492935982947064e-16,1.0,Summer,0.0,27.0,0.3333333333333333,8.7,C1
Brisbane,22.7,37.6,0.0,NNE,28.0,NNE,NE,4.0,15.0,53.0,52.0,1005.8,1000.1,1.0,30.9,33.8,No,2017,2,12,6,0.8660254037844386,0.5000000000000001,Summer,0.0,46.0,1.8,14.900000000000002,C0
NorfolkIsland,16.4,21.7,0.0,ENE,33.0,E,E,17.0,17.0,66.0,67.0,1022.8,1021.3,7.0,20.1,20.2,No,2009,11,23,0,-0.5000000000000004,0.8660254037844384,Spring,0.0,61.0,0.0,5.300000000000001,C3
PearceRAAF,12.8,25.5,0.0,E,43.0,N,WSW,7.0,22.0,96.0,56.0,1022.3,1021.1,8.0,15.9,22.8,No,2010,4,30,4,0.8660254037844387,-0.49999999999999983,Autumn,0.0,30.0,0.0,13.899999999999999,C2
GoldCoast,21.5,27.9,0.0,WNW,33.0,NW,NNW,17.0,9.0,78.0,56.0,1017.2,1014.4,5.0,24.7,27.8,No,2016,4,11,0,0.8660254037844387,-0.49999999999999983,Autumn,0.0,67.0,0.0,6.399999999999999,C1
SydneyAirport,9.7,21.5,0.0,NW,78.0,N,NNW,19.0,26.0,51.0,32.0,1019.6,1013.0,1.0,13.9,21.1,No,2010,8,1,6,-0.8660254037844384,-0.5000000000000004,Winter,5.8,39.0,10.4,11.8,C1
Nhil,5.4,14.2,0.0,NW,31.0,N,NW,4.0,20.0,98.0,61.0,1007.1,1003.6,5.0,7.0,13.9,No,2016,6,5,6,1.2246467991473532e-16,-1.0,Winter,0.0,59.0,0.0,8.799999999999999,C1
Portland,13.6,21.3,0.0,W,50.0,W,SSW,26.0,28.0,80.0,99.0,1005.1,1003.6,4.0,18.9,15.8,No,2013,1,8,1,0.49999999999999994,0.8660254037844387,Summer,0.0,67.0,0.0,7.700000000000001,C3
Bendigo,5.2,28.9,0.0,WNW,63.0,N,NW,11.0,22.0,48.0,17.0,1013.5,1007.1,5.0,17.2,28.0,No,2016,11,4,4,-0.5000000000000004,0.8660254037844384,Spring,0.0,35.0,0.06666666666666193,23.7,C0
Cairns,19.4,30.0,0.0,E,39.0,SSE,E,19.0,28.0,54.0,46.0,1017.4,1013.6,2.0,26.2,28.1,No,2009,10,1,3,-0.8660254037844386,0.5000000000000001,Spring,0.0,40.0,0.0,10.600000000000001,C4
Cairns,20.5,25.7,0.0,SSE,52.0,SSE,SSE,19.0,24.0,73.0,67.0,1020.3,1016.9,7.0,22.5,24.1,No,2014,6,19,3,1.2246467991473532e-16,-1.0,Winter,0.0,65.0,0.46666666666666784,5.199999999999999,C4
SalmonGums,14.5,27.1,0.0,SSE,50.0,SSE,SSE,19.0,26.0,65.0,28.0,1017.6,1015.2,5.0,18.5,26.1,No,2011,12,24,5,-2.4492935982947064e-16,1.0,Summer,0.0,67.0,0.0,12.600000000000001,C2
MountGambier,5.8,14.6,0.0,NW,59.0,N,NW,22.0,20.0,70.0,74.0,1010.4,1007.8,4.0,12.8,11.4,No,2016,9,26,0,-1.0,-1.8369701987210297e-16,Spring,11.8,52.0,3.9333333333333287,8.8,C3
Darwin,27.4,32.9,0.2,WNW,44.0,WNW,W,13.0,22.0,82.0,62.0,1011.4,1007.9,7.0,28.3,32.6,No,2016,1,28,3,0.49999999999999994,0.8660254037844387,Summer,0.0,64.0,12.733333333333343,5.5,C4
GoldCoast,19.6,26.6,0.0,SSE,74.0,S,SSE,46.0,50.0,55.0,63.0,1020.7,1020.1,5.0,23.3,23.7,No,2016,4,24,6,0.8660254037844387,-0.49999999999999983,Autumn,0.0,51.0,0.0666666666666572,7.0,C1
Newcastle,13.6,18.5,9.6,W,39.0,SW,SW,4.0,2.0,72.0,72.0,1017.6,1015.2,5.0,16.5,18.0,Yes,2010,6,1,1,1.2246467991473532e-16,-1.0,Winter,0.0,84.0,3.4,4.9,C0
Portland,6.6,15.1,2.4,NNW,50.0,N,NNW,13.0,26.0,83.0,56.0,1025.8,1021.9,7.0,9.3,14.9,Yes,2011,6,25,5,1.2246467991473532e-16,-1.0,Winter,2.2,87.0,3.2000000000000006,8.5,C3
SydneyAirport,11.9,25.0,0.0,NNE,31.0,NW,N,15.0,17.0,73.0,35.0,1028.1,1023.7,1.0,16.2,24.3,No,2013,5,31,4,0.49999999999999994,-0.8660254037844387,Autumn,0.0,55.0,2.066666666666664,13.1,C1
BadgerysCreek,2.7,20.1,0.0,ESE,20.0,SW,NNE,9.0,4.0,69.0,37.0,1018.7,1015.8,5.0,11.8,19.8,No,2015,9,1,1,-1.0,-1.8369701987210297e-16,Spring,0.0,43.0,0.0,17.400000000000002,C0
Perth,3.1,23.9,0.0,NNE,30.0,NE,NW,13.0,9.0,39.0,17.0,1029.5,1027.6,0.0,14.9,23.6,No,2008,8,16,5,-0.8660254037844384,-0.5000000000000004,Winter,0.0,21.0,0.0,20.799999999999997,C0
Witchcliffe,10.5,17.3,5.8,N,20.0,N,WSW,7.0,11.0,99.0,63.0,1018.5,1015.4,5.0,12.5,16.7,Yes,2013,5,18,5,0.49999999999999994,-0.8660254037844387,Autumn,47.0,67.0,15.666666666666659,6.800000000000001,C1
Dartmoor,3.1,19.8,0.2,E,30.0,ENE,ENE,13.0,11.0,67.0,51.0,1027.7,1023.9,5.0,13.3,19.3,No,2010,10,2,5,-0.8660254037844386,0.5000000000000001,Spring,0.2,52.0,1.2666666666666666,16.7,C3
Moree,17.5,27.2,59.8,ENE,48.0,ENE,ESE,24.0,31.0,72.0,62.0,1012.6,1011.7,5.0,21.9,26.6,Yes,2017,3,14,1,1.0,6.123233995736766e-17,Autumn,9.2,60.0,3.0666666666666687,9.7,C2
NorfolkIsland,20.9,27.5,0.0,WNW,28.0,NW,WNW,13.0,11.0,78.0,69.0,1016.0,1014.4,2.0,25.3,26.6,No,2016,1,30,5,0.49999999999999994,0.8660254037844387,Summer,0.6,71.0,2.4000000000000092,6.600000000000001,C3
Ballarat,7.0,13.1,1.6,WSW,31.0,WSW,SSW,15.0,15.0,99.0,76.0,1022.3,1020.8,8.0,9.4,12.5,Yes,2009,5,17,6,0.49999999999999994,-0.8660254037844387,Autumn,3.2,68.0,1.2,6.1,C1
Moree,10.8,26.0,0.0,E,31.0,E,SSW,22.0,9.0,58.0,27.0,1027.0,1023.7,2.0,18.1,25.0,No,2014,5,12,0,0.49999999999999994,-0.8660254037844387,Autumn,0.0,44.0,0.0,15.2,C2
Hobart,11.4,18.9,0.0,SSW,50.0,SW,WSW,22.0,30.0,61.0,20.0,1015.1,1017.3,7.0,13.8,17.6,No,2008,10,19,6,-0.8660254037844386,0.5000000000000001,Spring,0.4,39.0,0.13333333333333333,7.499999999999998,C1
Perth,11.0,22.2,0.2,SW,28.0,SE,SW,2.0,15.0,82.0,45.0,1019.8,1017.4,6.0,16.1,21.0,No,2012,4,22,6,0.8660254037844387,-0.49999999999999983,Autumn,0.0,61.0,1.3999999999999952,11.2,C0
Perth,14.5,21.4,0.2,SW,31.0,W,W,9.0,15.0,62.0,57.0,1021.1,1020.7,7.0,17.7,20.0,No,2014,9,10,2,-1.0,-1.8369701987210297e-16,Spring,3.0,55.0,5.866666666666663,6.899999999999999,C0
NorfolkIsland,19.4,26.1,0.0,WNW,28.0,WNW,WNW,11.0,17.0,80.0,76.0,1012.2,1011.3,3.0,23.1,24.4,No,2011,2,8,1,0.8660254037844386,0.5000000000000001,Summer,0.0,71.0,0.0,6.700000000000003,C3
PearceRAAF,18.2,32.5,0.2,WSW,39.0,NNW,WNW,13.0,19.0,96.0,47.0,1012.6,1010.5,2.0,20.5,29.7,No,2013,3,19,1,1.0,6.123233995736766e-17,Autumn,0.0,44.0,0.0,14.3,C2
Moree,9.5,24.4,0.0,E,33.0,E,SE,20.0,7.0,50.0,29.0,1027.1,1023.0,0.0,18.5,24.0,No,2014,5,14,2,0.49999999999999994,-0.8660254037844387,Autumn,0.0,20.0,0.0,14.899999999999999,C2
Woomera,15.5,32.0,0.0,S,52.0,SSE,S,24.0,31.0,50.0,20.0,1016.9,1014.7,1.0,17.6,30.5,No,2015,2,24,1,0.8660254037844386,0.5000000000000001,Summer,0.0,29.0,0.0,16.5,C2
Williamtown,11.0,22.7,0.0,NW,20.0,NNW,WNW,11.0,11.0,76.0,62.0,1016.6,1013.1,5.0,18.2,21.9,No,2014,4,26,5,0.8660254037844387,-0.49999999999999983,Autumn,0.0,57.0,0.0,11.7,C1
Cobar,11.7,27.9,0.0,SSW,33.0,S,SSW,11.0,11.0,56.0,29.0,1019.2,1016.4,1.0,18.3,26.4,No,2015,10,23,4,-0.8660254037844386,0.5000000000000001,Spring,4.4,37.0,1.466666666666665,16.2,C2
Perth,14.9,22.2,0.0,S,41.0,SSW,WSW,15.0,17.0,73.0,54.0,1014.5,1013.6,7.0,19.1,20.4,No,2014,10,30,3,-0.8660254037844386,0.5000000000000001,Spring,0.0,55.0,0.1999999999999952,7.299999999999999,C0
Newcastle,4.6,16.8,0.0,W,39.0,NW,SE,0.0,7.0,81.0,58.0,1017.6,1015.2,6.0,11.0,21.8,No,2015,8,15,5,-0.8660254037844384,-0.5000000000000004,Winter,0.0,58.0,0.0,12.200000000000001,C0
Cairns,18.4,27.5,0.0,SE,54.0,SSE,SE,24.0,28.0,67.0,60.0,1018.4,1016.3,5.0,24.2,25.4,No,2017,6,19,0,1.2246467991473532e-16,-1.0,Winter,0.0,57.0,0.0,9.100000000000001,C4
Moree,14.1,27.4,0.0,WNW,39.0,ENE,NE,15.0,17.0,66.0,47.0,1019.5,1015.9,7.0,20.6,26.4,No,2010,9,3,4,-1.0,-1.8369701987210297e-16,Spring,0.0,46.0,0.0,13.299999999999999,C2
Wollongong,19.9,22.5,2.8,S,37.0,WSW,SSE,9.0,26.0,92.0,81.0,1014.1,1014.7,8.0,20.3,21.3,Yes,2009,2,21,5,0.8660254037844386,0.5000000000000001,Summer,5.8,73.0,7.533333333333334,2.6000000000000014,C1
Sale,19.3,29.4,0.2,E,33.0,E,E,9.0,24.0,86.0,61.0,1017.6,1013.3,8.0,21.4,27.8,No,2015,1,7,2,0.49999999999999994,0.8660254037844387,Summer,0.2,71.0,0.26666666666666433,10.099999999999998,C1
Newcastle,11.0,22.7,0.0,W,39.0,NW,SE,0.0,7.0,70.0,58.0,1017.6,1015.2,1.0,18.7,21.8,No,2010,11,7,6,-0.5000000000000004,0.8660254037844384,Spring,14.4,69.0,30.2,11.7,C0
Dartmoor,13.1,19.1,4.0,SW,52.0,SW,SW,15.0,26.0,70.0,47.0,1011.5,1013.4,5.0,14.2,17.7,Yes,2017,2,12,6,0.8660254037844386,0.5000000000000001,Summer,0.0,55.0,0.0,6.000000000000002,C3
Witchcliffe,10.4,19.1,0.2,ENE,37.0,E,E,17.0,17.0,69.0,55.0,1026.5,1022.9,5.0,15.0,17.4,No,2015,9,27,6,-1.0,-1.8369701987210297e-16,Spring,0.0,68.0,0.0,8.700000000000001,C1
SalmonGums,7.3,14.5,0.0,WNW,50.0,W,W,24.0,28.0,76.0,48.0,1017.6,1015.2,5.0,9.4,12.8,No,2011,7,2,5,-0.4999999999999998,-0.8660254037844388,Winter,2.2,42.0,2.733333333333333,7.2,C2
WaggaWagga,17.7,26.3,19.8,ENE,28.0,NE,NE,11.0,15.0,89.0,61.0,1015.4,1014.0,6.0,19.5,24.9,Yes,2011,3,11,4,1.0,6.123233995736766e-17,Autumn,14.2,98.0,4.733333333333333,8.600000000000001,C0
Richmond,19.3,25.2,34.6,SE,31.0,SSW,SW,0.0,2.0,99.0,91.0,1021.9,1020.1,8.0,20.2,23.9,Yes,2010,2,7,6,0.8660254037844386,0.5000000000000001,Summer,17.2,92.0,20.666666666666668,5.899999999999999,C0
Watsonia,2.9,13.3,0.0,N,35.0,NE,N,7.0,13.0,86.0,68.0,1027.2,1023.7,1.0,5.7,10.9,No,2010,7,17,5,-0.4999999999999998,-0.8660254037844388,Winter,1.2,58.0,4.066666666666666,10.4,C0
NorahHead,11.2,17.4,11.8,SSE,69.0,SSE,SSE,44.0,41.0,83.0,67.0,1027.7,1027.4,5.0,14.8,16.5,Yes,2011,8,20,5,-0.8660254037844384,-0.5000000000000004,Winter,0.0,82.0,2.8666666666666667,6.199999999999999,C1
Penrith,11.3,33.8,0.0,WNW,85.0,N,W,20.0,24.0,24.0,9.0,1017.6,1015.2,5.0,26.7,31.5,No,2013,10,17,3,-0.8660254037844386,0.5000000000000001,Spring,0.0,9.0,0.0,22.499999999999996,C0
Adelaide,8.6,12.4,4.2,WNW,57.0,NW,WSW,19.0,20.0,83.0,73.0,1010.5,1006.7,5.0,10.2,11.1,Yes,2010,8,25,2,-0.8660254037844384,-0.5000000000000004,Winter,1.2,66.0,1.3333333333333333,3.8000000000000007,C0
Penrith,18.4,28.4,1.4,ENE,26.0,N,ESE,6.0,13.0,86.0,55.0,1017.6,1015.2,5.0,21.2,27.3,Yes,2013,12,16,0,-2.4492935982947064e-16,1.0,Summer,0.0,46.0,0.0,10.0,C0
Townsville,21.8,29.5,0.0,N,35.0,NNW,N,15.0,24.0,80.0,60.0,1014.9,1009.4,1.0,26.4,27.2,No,2011,10,7,4,-0.8660254037844386,0.5000000000000001,Spring,0.0,53.0,0.0,7.699999999999999,C4
